id,object,group,description,variable_type,custom_type,address,offsets,bit_start,bit_length,string_length,unicode,path,dropdown
20665,Derby,Details,Row ID,4 Bytes,,ptrDerby,objo.Rwid,,,,,Derby > > Details > > Row ID,*:
20666,Derby,Details,Unique ID,4 Bytes,,ptrDerby,objo.Duni,,,,,Derby > > Details > > Unique ID,*:
20667,Derby,Details,Random ID,4 Bytes,,ptrDerby,objo.Rdui,,,,,Derby > > Details > > Random ID,*:
20627,Derby,Details,Name,String,,ptrDerby,4 -> drbr.Dnam,,,32,0,Derby > > Details > > Name,:
20628,Derby,Details,Short Name,String,,ptrDerby,4 -> drbr.Dsnm,,,32,0,Derby > > Details > > Short Name,:
20629,Derby,Details,Alternative Name,String,,ptrDerby,4 -> drbr.Danm,,,32,0,Derby > > Details > > Alternative Name,:
20654,Derby,Details,Alternative Short Name,String,,ptrDerby,4 -> drbr.Dasn,,,32,0,Derby > > Details > > Alternative Short Name,:
20635,Derby,Details,Team 1,String,,ptrDerby,4 -> cluo.Csnm -> teao.Tclu -> drbr.Dtm1,,,32,0,Derby > > Details > > Team 1,:
20634,Derby,Details,Team 2,String,,ptrDerby,4 -> cluo.Csnm -> teao.Tclu -> drbr.Dtm2,,,32,0,Derby > > Details > > Team 2,:
20633,Derby,Details,First Match Date,Custom,FM Date,ptrDerby,drbr.Dfmd,,,,,Derby > > Details > > First Match Date,*:
20632,Derby,Details,First Match Competition,String,,ptrDerby,4 -> cmpo.Csnm -> drbr.Dfmc,,,32,0,Derby > > Details > > First Match Competition,:
20631,Derby,Details,First Match Stadium,String,,ptrDerby,4 -> stao.Snam -> drbr.Dfms,,,32,0,Derby > > Details > > First Match Stadium,:
20630,Derby,Details,First Match Attendance,2 Bytes,,ptrDerby,drbr.Dfma,,,,,Derby > > Details > > First Match Attendance,
20637,Derby,Details,First Match Team 1 Goals,Byte,,ptrDerby,drbr.Dfg1,,,,,Derby > > Details > > First Match Team 1 Goals,
20636,Derby,Details,First Match Team 2 Goals,Byte,,ptrDerby,drbr.Dfg2,,,,,Derby > > Details > > First Match Team 2 Goals,
20639,Derby,Details,Team 1 Total Games Won,Byte,,ptrDerby,drbr.D1tw,,,,,Derby > > Details > > Team 1 Total Games Won,
20638,Derby,Details,Team 1 Total Games Drawn,Byte,,ptrDerby,drbr.D1td,,,,,Derby > > Details > > Team 1 Total Games Drawn,
20640,Derby,Details,Team 1 Total Games Lost ,Byte,,ptrDerby,drbr.D1tl,,,,,Derby > > Details > > Team 1 Total Games Lost ,
20644,Derby,Details,World Reputation,Byte,,ptrDerby,drbr.Dwdr,,,,,Derby > > Details > > World Reputation,
20643,Derby,Details,National Reputation,Byte,,ptrDerby,drbr.Dntr,,,,,Derby > > Details > > National Reputation,
1527,Nation,Details,Row ID,4 Bytes,,ptrNation,objo.Rwid,,,,,Nation > > Details > > Row ID,*:
1528,Nation,Details,Unique ID,4 Bytes,,ptrNation,objo.Duni,,,,,Nation > > Details > > Unique ID,*:
17201,Nation,Details,Random ID,4 Bytes,,ptrNation,objo.Rdui,,,,,Nation > > Details > > Random ID,*:
1529,Nation,Details,Name,String,,ptrNation,4 -> nato.Nnam,,,32,0,Nation > > Details > > Name,
1531,Nation,Details,Short Name,String,,ptrNation,4 -> nato.Nsnm,,,32,0,Nation > > Details > > Short Name,
1532,Nation,Details,Three Letter Name,String,,ptrNation,4 -> nato.N3ln,,,3,0,Nation > > Details > > Three Letter Name,
24032,Nation,Details,Nickname,String,,ptrNation,4 -> nato.TCnn -> cluo.Cino -> nato.Ntct,,,32,0,Nation > > Details > > Nickname,
1533,Nation,Details,Nationality Name,String,,ptrNation,4 -> nato.Nnty,,,32,0,Nation > > Details > > Nationality Name,
1534,Nation,Details,Capital,String,,ptrNation,4 -> ctyo.Cnam -> nato.Ncpi,,,32,0,Nation > > Details > > Capital,
1535,Nation,Details,Continent,String,,ptrNation,4 -> cono.Cnam -> nato.Ncti,,,32,0,Nation > > Details > > Continent,:
20574,Nation,Details,National Stadium,String,,ptrNation,4 -> stao.Snam -> nato.Nnsi,,,32,0,Nation > > Details > > National Stadium,:
1550,Nation,Details,Average Attendance,4 Bytes,,ptrNation,nato.Catd -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Average Attendance,
1552,Nation,Details,Minimum Attendance,4 Bytes,,ptrNation,nato.Cmna -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Minimum Attendance,
1551,Nation,Details,Maximum Attendance,4 Bytes,,ptrNation,nato.Cmxa -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Maximum Attendance,
19913,Nation,Details,Hex,4 Bytes,,ptrNation,nato.ttcl -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Foreground Colour > > Hex,
19915,Nation,Details,Red,Byte,,ptrNation,nato.ttcl+0x2 -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Foreground Colour > > Red,
19916,Nation,Details,Green,Byte,,ptrNation,nato.ttcl+0x1 -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Foreground Colour > > Green,
19917,Nation,Details,Blue,Byte,,ptrNation,nato.ttcl -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Foreground Colour > > Blue,
19918,Nation,Details,Opacity,Byte,,ptrNation,nato.ttcl+0x3 -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Foreground Colour > > Opacity,
19920,Nation,Details,Hex,4 Bytes,,ptrNation,nato.tbcl -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Background Colour > > Hex,
19922,Nation,Details,Red,Byte,,ptrNation,nato.tbcl+0x2 -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Background Colour > > Red,
19923,Nation,Details,Green,Byte,,ptrNation,nato.tbcl+0x1 -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Background Colour > > Green,
19924,Nation,Details,Blue,Byte,,ptrNation,nato.tbcl -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Background Colour > > Blue,
19925,Nation,Details,Opacity,Byte,,ptrNation,nato.tbcl+0x3 -> cluo.Cino -> nato.Ntct,,,,,Nation > > Details > > Colour Setting > > Background Colour > > Opacity,
1554,Nation,Information,Economic Factor,Byte,,ptrNation,nato.Necf,,,,,Nation > > Information > > Economic Factor,
1546,Nation,Information,FA Financial Power,Byte,,ptrNation,nato.Nfap -> nato.Ntct,,,,,Nation > > Information > > FA Financial Power,
1547,Nation,Information,Years To Gain Nationality,Byte,,ptrNation,nato.Nygn,,,,,Nation > > Information > > Years To Gain Nationality,
1537,Nation,Information,Gain Nationality Type,Byte,,ptrNation,nato.Ngct,,,,,Nation > > Information > > Gain Nationality Type,1:Continuous | 2:Accumulative
11732,Nation,Information,Does Not Allow Dual Nationality,Binary,,ptrNation,nato.Nndn,1,1,,,Nation > > Information > > Does Not Allow Dual Nationality,0:No | 1:Yes
1947,Nation,Information,Max Youth Age,Byte,,ptrNation,nato.Nmya -> nato.Ntct,,,,,Nation > > Information > > Max Youth Age,
1545,Nation,Information,State Of Development,Byte,,ptrNation,nato.Nsod,,,,,Nation > > Information > > State Of Development,1:Developed | 2:Developing | 3:Third World
1555,Nation,Information,Game Importance,Byte,,ptrNation,nato.Ngim -> nato.Ntct,,,,,Nation > > Information > > Game Importance,1:Very Important | 2:Important | 3:Unimportant | 4:Useless
1557,Nation,Information,Allow Multiple Assistant Manager,Byte,,ptrNation,nato.Numa -> nato.Ntct,,,,,Nation > > Information > > Allow Multiple Assistant Manager,0:No | 1:Yes
12578,Nation,Information,Worldwide Governing Body Full Member,Byte,,ptrNation,nato.Nffm -> nato.Ntct,,,,,Nation > > Information > > Worldwide Governing Body Full Member,0:No | 1:Yes
1654,Nation,Information,Year Affiliated,2 Bytes,,ptrNation,nato.Nfay -> nato.Ntct,,,,,Nation > > Information > > Year Affiliated,
1587,Nation,Information,Year Affiliated to Federation,2 Bytes,,ptrNation,nato.Nfdy -> nato.Ntct,,,,,Nation > > Information > > Year Affiliated to Federation,
1586,Nation,Information,Year Association Formed,2 Bytes,,ptrNation,nato.Nafy -> nato.Ntct,,,,,Nation > > Information > > Year Association Formed,
1541,Nation,Information,FIFA Position,2 Bytes,,ptrNation,nato.Nfps -> nato.Ntct,,,,,Nation > > Information > > FIFA Position,
1540,Nation,Information,FIFA Ranking Points,2 Bytes,,ptrNation,nato.Nfrp -> nato.Ntct,,,,,Nation > > Information > > FIFA Ranking Points,
1548,Nation,Information,Foreign Manager Likelihood,Byte,,ptrNation,nato.Nfml -> nato.Ntct,,,,,Nation > > Information > > Foreign Manager Likelihood,
1558,Nation,Information,FA Patience,Byte,,ptrNation,nato.Nfpa -> nato.Ntct,,,,,Nation > > Information > > FA Patience,
1556,Nation,Information,Youth Rating,Byte,,ptrNation,nato.NYRt -> nato.Ntct,,,,,Nation > > Information > > Youth Rating,
1567,Nation,Tactical Attributes,Attacking,Byte,,ptrNation,nato.Ntat -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Attacking,
1568,Nation,Tactical Attributes,Defensive Line,Byte,,ptrNation,nato.Ntat+0x1 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Defensive Line,
1569,Nation,Tactical Attributes,Directness,Byte,,ptrNation,nato.Ntat+0x2 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Directness,
1570,Nation,Tactical Attributes,Flamboyancy,Byte,,ptrNation,nato.Ntat+0x3 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Flamboyancy,
1571,Nation,Tactical Attributes,Fluidity,Byte,,ptrNation,nato.Ntat+0x4 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Fluidity,
1572,Nation,Tactical Attributes,Free Roles,Byte,,ptrNation,nato.Ntat+0x5 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Free Roles,
1573,Nation,Tactical Attributes,Marking,Byte,,ptrNation,nato.Ntat+0x6 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Marking,
1574,Nation,Tactical Attributes,Offside,Byte,,ptrNation,nato.Ntat+0x7 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Offside,
1575,Nation,Tactical Attributes,Pressing,Byte,,ptrNation,nato.Ntat+0x8 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Pressing,
1576,Nation,Tactical Attributes,Sitting Back,Byte,,ptrNation,nato.Ntat+0x9 -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Sitting Back,
1577,Nation,Tactical Attributes,Tempo,Byte,,ptrNation,nato.Ntat+0xA -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Tempo,
1578,Nation,Tactical Attributes,Use Of Playmaker,Byte,,ptrNation,nato.Ntat+0xB -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Use Of Playmaker,
1579,Nation,Tactical Attributes,Width,Byte,,ptrNation,nato.Ntat+0xC -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Width,
1580,Nation,Tactical Attributes,Preferred Formation,Byte,,ptrNation,nato.Nprf -> cluo.Cino -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Preferred Formation,
1581,Nation,Tactical Attributes,Second Preferred Formation,Byte,,ptrNation,nato.Nspf -> cluo.Cino -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Second Preferred Formation,
1582,Nation,Tactical Attributes,Defensive Formation,Byte,,ptrNation,nato.Ndfm -> cluo.Cino -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Defensive Formation,
1583,Nation,Tactical Attributes,Attacking Formation,Byte,,ptrNation,nato.Nafm -> cluo.Cino -> nato.Ntct,,,,,Nation > > Tactical Attributes > > Attacking Formation,
12872,Nation,Currency,Row ID,4 Bytes,,ptrNation,8 -> nato.Ncur,,,,,Nation > > Currency > > Row ID,*:
12873,Nation,Currency,Unique ID,4 Bytes,,ptrNation,C -> nato.Ncur,,,,,Nation > > Currency > > Unique ID,*:
19895,Nation,Currency,Random ID,4 Bytes,,ptrNation,10 -> nato.Ncur,,,,,Nation > > Currency > > Random ID,*:
1536,Nation,Currency,Full Name,String,,ptrNation,4 -> 18 -> nato.Ncur,,,32,0,Nation > > Currency > > Full Name,:
12870,Nation,Currency,Short Name,String,,ptrNation,4 -> 20 -> nato.Ncur,,,32,0,Nation > > Currency > > Short Name,:
12871,Nation,Currency,Symbol,String,,ptrNation,4 -> 30 -> nato.Ncur,,,32,0,Nation > > Currency > > Symbol,:
12874,Nation,Currency,Exchange Rate,Float,,ptrNation,38 -> nato.Ncur,,,,,Nation > > Currency > > Exchange Rate,
1613,Nation,Transfers and Contracts,Reputation 50 - 549,Custom,United Kingdom Pound,ptrNation,0 -> nato.Ntfv -> nato.Ntct,,,,,Nation > > Transfers and Contracts > > Transfer Values > > Reputation 50 - 549,
1632,Nation,Transfers and Contracts,"Reputation 550 - 1,049",Custom,United Kingdom Pound,ptrNation,4 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 550 - 1,049",
1631,Nation,Transfers and Contracts,"Reputation 1,050 - 1,549",Custom,United Kingdom Pound,ptrNation,8 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 1,050 - 1,549",
1630,Nation,Transfers and Contracts,"Reputation 1,550 - 2,049",Custom,United Kingdom Pound,ptrNation,C -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 1,550 - 2,049",
1629,Nation,Transfers and Contracts,"Reputation 2,050 - 2,549",Custom,United Kingdom Pound,ptrNation,10 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 2,050 - 2,549",
1628,Nation,Transfers and Contracts,"Reputation 2,550 - 3,049",Custom,United Kingdom Pound,ptrNation,14 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 2,550 - 3,049",
1627,Nation,Transfers and Contracts,"Reputation 3,050 - 3,549",Custom,United Kingdom Pound,ptrNation,18 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 3,050 - 3,549",
1626,Nation,Transfers and Contracts,"Reputation 3,550 - 4,049",Custom,United Kingdom Pound,ptrNation,1C -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 3,550 - 4,049",
1625,Nation,Transfers and Contracts,"Reputation 4,050 - 4,549",Custom,United Kingdom Pound,ptrNation,20 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 4,050 - 4,549",
1624,Nation,Transfers and Contracts,"Reputation 4,550 - 5,049",Custom,United Kingdom Pound,ptrNation,24 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 4,550 - 5,049",
1623,Nation,Transfers and Contracts,"Reputation 5,050 - 5,549",Custom,United Kingdom Pound,ptrNation,28 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 5,050 - 5,549",
1622,Nation,Transfers and Contracts,"Reputation 5,550 - 6,049",Custom,United Kingdom Pound,ptrNation,2C -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 5,550 - 6,049",
1621,Nation,Transfers and Contracts,"Reputation 6,050 - 6,549",Custom,United Kingdom Pound,ptrNation,30 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 6,050 - 6,549",
1620,Nation,Transfers and Contracts,"Reputation 6,550 - 7,049",Custom,United Kingdom Pound,ptrNation,34 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 6,550 - 7,049",
1619,Nation,Transfers and Contracts,"Reputation 7,050 - 7,549",Custom,United Kingdom Pound,ptrNation,38 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 7,050 - 7,549",
1618,Nation,Transfers and Contracts,"Reputation 7,550 - 8,049",Custom,United Kingdom Pound,ptrNation,3C -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 7,550 - 8,049",
1617,Nation,Transfers and Contracts,"Reputation 8,050 - 8,549",Custom,United Kingdom Pound,ptrNation,40 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 8,050 - 8,549",
1616,Nation,Transfers and Contracts,"Reputation 8,550 - 9,049",Custom,United Kingdom Pound,ptrNation,44 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 8,550 - 9,049",
1615,Nation,Transfers and Contracts,"Reputation 9,050 - 9,549",Custom,United Kingdom Pound,ptrNation,48 -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 9,050 - 9,549",
1614,Nation,Transfers and Contracts,"Reputation 9,550 - 10,000",Custom,United Kingdom Pound,ptrNation,4C -> nato.Ntfv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Transfer Values > > Reputation 9,550 - 10,000",
1634,Nation,Transfers and Contracts,Reputation 50 - 549,Custom,United Kingdom Pound,ptrNation,0 -> nato.Nwgv -> nato.Ntct,,,,,Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 50 - 549,
1635,Nation,Transfers and Contracts,"Reputation 550 - 1,049",Custom,United Kingdom Pound,ptrNation,4 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 550 - 1,049",
1636,Nation,Transfers and Contracts,"Reputation 1,050 - 1,549",Custom,United Kingdom Pound,ptrNation,8 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 1,050 - 1,549",
1637,Nation,Transfers and Contracts,"Reputation 1,550 - 2,049",Custom,United Kingdom Pound,ptrNation,C -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 1,550 - 2,049",
1638,Nation,Transfers and Contracts,"Reputation 2,050 - 2,549",Custom,United Kingdom Pound,ptrNation,10 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 2,050 - 2,549",
1639,Nation,Transfers and Contracts,"Reputation 2,550 - 3,049",Custom,United Kingdom Pound,ptrNation,14 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 2,550 - 3,049",
1640,Nation,Transfers and Contracts,"Reputation 3,050 - 3,549",Custom,United Kingdom Pound,ptrNation,18 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 3,050 - 3,549",
1641,Nation,Transfers and Contracts,"Reputation 3,550 - 4,049",Custom,United Kingdom Pound,ptrNation,1C -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 3,550 - 4,049",
1642,Nation,Transfers and Contracts,"Reputation 4,050 - 4,549",Custom,United Kingdom Pound,ptrNation,20 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 4,050 - 4,549",
1643,Nation,Transfers and Contracts,"Reputation 4,550 - 5,049",Custom,United Kingdom Pound,ptrNation,24 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 4,550 - 5,049",
1644,Nation,Transfers and Contracts,"Reputation 5,050 - 5,549",Custom,United Kingdom Pound,ptrNation,28 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 5,050 - 5,549",
1645,Nation,Transfers and Contracts,"Reputation 5,550 - 6,049",Custom,United Kingdom Pound,ptrNation,2C -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 5,550 - 6,049",
1646,Nation,Transfers and Contracts,"Reputation 6,050 - 6,549",Custom,United Kingdom Pound,ptrNation,30 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 6,050 - 6,549",
1647,Nation,Transfers and Contracts,"Reputation 6,550 - 7,049",Custom,United Kingdom Pound,ptrNation,34 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 6,550 - 7,049",
1648,Nation,Transfers and Contracts,"Reputation 7,050 - 7,549",Custom,United Kingdom Pound,ptrNation,38 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 7,050 - 7,549",
1649,Nation,Transfers and Contracts,"Reputation 7,550 - 8,049",Custom,United Kingdom Pound,ptrNation,3C -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 7,550 - 8,049",
1650,Nation,Transfers and Contracts,"Reputation 8,050 - 8,549",Custom,United Kingdom Pound,ptrNation,40 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 8,050 - 8,549",
1651,Nation,Transfers and Contracts,"Reputation 8,550 - 9,049",Custom,United Kingdom Pound,ptrNation,44 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 8,550 - 9,049",
1652,Nation,Transfers and Contracts,"Reputation 9,050 - 9,549",Custom,United Kingdom Pound,ptrNation,48 -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 9,050 - 9,549",
1653,Nation,Transfers and Contracts,"Reputation 9,550 - 10,000",Custom,United Kingdom Pound,ptrNation,4C -> nato.Nwgv -> nato.Ntct,,,,,"Nation > > Transfers and Contracts > > Weekly Wage Values > > Reputation 9,550 - 10,000",
1716,Person,Details,Row ID,4 Bytes,,ptrPerson,objo.Rwid,,,,,Person > > Details > > Row ID,*:
1717,Person,Details,Unique ID,4 Bytes,,ptrPerson,objo.Duni,,,,,Person > > Details > > Unique ID,*:
17200,Person,Details,Random ID,4 Bytes,,ptrPerson,objo.Rdui,,,,,Person > > Details > > Random ID,*:
1718,Person,Details,First Name,String,,ptrPerson,4 -> 0 -> pero.Pfna,,,255,0,Person > > Details > > First Name,:
1779,Person,Details,Last Name,String,,ptrPerson,4 -> 0 -> pero.Psna,,,255,0,Person > > Details > > Last Name,:
1778,Person,Details,Common Name,String,,ptrPerson,4 -> 0 -> pero.Pcna,,,255,0,Person > > Details > > Common Name,:
1777,Person,Details,Full Name,String,,ptrPerson,4 -> pero.Pfln,,,255,0,Person > > Details > > Full Name,:
17198,Person,Details,Nationality,String,,ptrPerson,4 -> nato.Nnty -> pero.Pnti,,,255,0,Person > > Details > > Nationality,:
17199,Person,Details,Birth Place,String,,ptrPerson,4 -> ctyo.Cnam -> pero.Pcbi,,,255,0,Person > > Details > > Birth Place,:
17812,Person,Details,Birth Date,Custom,FM Date,ptrPerson,pero.Pdob,,,,,Person > > Details > > Birth Date,*:
12999,Person,Details,Female,Binary,,ptrPerson,pero.Pfl1,4,1,,,Person > > Details > > Female,
1720,Person,Details,Ethnicity,Byte,,ptrPerson,pero.Peth,,,,,Person > > Details > > Ethnicity,-1:Unknown | 0:Northern European | 1:Mediterranean / Hispanic | 2:North African / Middle Eastern | 3:African / Caribbean | 4:Asian | 5:South East Asian | 6:Pacific Islander | 7:Native American | 8:Native Australian | 9:Mixed Race (Black / White) | 10:East Asian
1725,Person,Details,Hair Colour,Byte,,ptrPerson,pero.Phcl,,,,,Person > > Details > > Hair Colour,0:Unknown | 1:Blond(e) 1 | 7:Blond(e) 1 | 8:Blond(e) 3 | 2:Light Brown 1 | 9:Light Brown 2 | 10:Light Brown 3 | 3:Dark Brown 1 | 11:Dark Brown 2 | 12:Dark Brown 3 | 4:Red 1 | 13:Red 2 | 14:Red 3 | 5:Black 1 | 15:Black 2 | 16:Black 3 | 6:Grey 1 | 17:Grey 2 | 18:Grey 3
1724,Person,Details,Hair Length,Byte,,ptrPerson,pero.Phln,,,,,Person > > Details > > Hair Length,5:Unknown | 4:Bald | 0:Fuzz | 1:Short | 2:Medium | 3:Long
1723,Person,Details,Skin Tone,Byte,,ptrPerson,pero.Pskt,,,,,Person > > Details > > Skin Tone,-1:Unknown | 0:Skin Tone 1 | 1:Skin Tone 2 | 2:Skin Tone 3 | 3:Skin Tone 4 | 4:Skin Tone 5 | 5:Skin Tone 6 | 6:Skin Tone 7 | 7:Skin Tone 8 | 8:Skin Tone 9 | 9:Skin Tone 10 | 10:Skin Tone 11 | 11:Skin Tone 12 | 12:Skin Tone 13 | 13:Skin Tone 14 | 14:Skin Tone 15 | 15:Skin Tone 16 | 16:Skin Tone 17 | 17:Skin Tone 18 | 18:Skin Tone 19 | 19:Skin Tone 20
410,Person,Details,Nationality Info,Byte,,ptrPlayer,pero.Pdfn,,,,,Person > > Details > > Nationality Info,
12664,Person,Details,Retiring After Spell At Current Club,Binary,,ptrPerson,pero.Pfl1,7,1,,,Person > > Details > > Retiring After Spell At Current Club,
407,Person,Details,International Apps,Byte,,ptrPerson,pero.Piap,,,,,Person > > Details > > International Apps,
406,Person,Details,International Goals,Byte,,ptrPerson,pero.Piap+0x2,,,,,Person > > Details > > International Goals,
1515,Person,Details,Youth Apps,Byte,,ptrPerson,pero.Puia,,,,,Person > > Details > > Youth Apps,
1516,Person,Details,Youth Goals,Byte,,ptrPerson,pero.Puia+0x2,,,,,Person > > Details > > Youth Goals,
17816,Person,Details,Joined To Current Team Date,Custom,FM Date,ptrPerson,pero.Pjoi,,,,,Person > > Details > > Joined To Current Team Date,*:
18016,Person,Details,Moved To Based Nation Date,Custom,FM Date,ptrPerson,pero.Pcnj,,,,,Person > > Details > > Moved To Based Nation Date,*:
17826,Person,Details,Retire Date,Custom,FM Date,00000000,,,,,,Person > > Details > > Retire Date,*:
24025,Person,Details,Freeze Attributes,Binary,,ptrPerson,pero.Pfl2,5,1,,,Person > > Details > > Freeze Attributes,0:False | 1:True
180,Person,Contract,Club,String,,ptrPerson,4 -> cluo.Csnm -> teao.Tclu -> pero.Pcti -> pero.Pflc,,,32,0,Person > > Contract > > Full Contract > > Club,:
172,Person,Contract,Job,Byte,,ptrPerson,pero.Pcjo -> pero.Pflc,,,,,Person > > Contract > > Full Contract > > Job,
117,Person,Contract,Guide Value,Custom,United Kingdom Pound,ptrPlayer,pero.Pcgv,,,,,Person > > Contract > > Full Contract > > Guide Value,
163,Person,Contract,Transfer Value,Custom,United Kingdom Pound,ptrPlayer,pero.Pcgv+0x4,,,,,Person > > Contract > > Full Contract > > Transfer Value,
179,Person,Contract,Contract Type,Byte,,ptrPerson,pero.Pces -> pero.Pflc,,,,,Person > > Contract > > Full Contract > > Contract Type,
170,Person,Contract,Weekly Wage,Custom,United Kingdom Pound,ptrPerson,pero.Pcwg -> pero.Pflc,,,,,Person > > Contract > > Full Contract > > Weekly Wage,
178,Person,Contract,Loyalty Bonus,Custom,United Kingdom Pound,ptrPerson,pero.Pclb -> pero.Pflc,,,,,Person > > Contract > > Full Contract > > Loyalty Bonus,
22727,Person,Contract,Agent Fees,Custom,United Kingdom Pound,ptrPerson,pero.Pcaf -> pero.Pflc,,,,,Person > > Contract > > Full Contract > > Agent Fees,
